metro_nonmetro,county_name,state_abbr,geoId,value
Nonmetropolitan,Bolivar County,MS,us-ms-011,0.032074031
Nonmetropolitan,Calhoun County,MS,us-ms-013,0.048707456
Nonmetropolitan,Carroll County,MS,us-ms-015,0.05405068
Nonmetropolitan,Chickasaw County,MS,us-ms-017,0.044032081
Nonmetropolitan,Choctaw County,MS,us-ms-019,0.048742138
Nonmetropolitan,Claiborne County,MS,us-ms-021,0.035543608
Nonmetropolitan,Clarke County,MS,us-ms-023,0.056194876
Nonmetropolitan,Clay County,MS,us-ms-025,0.061208714
Nonmetropolitan,Coahoma County,MS,us-ms-027,0.053936929
Nonmetropolitan,Covington County,MS,us-ms-031,0.061581016
Nonmetropolitan,Franklin County,MS,us-ms-037,0.068111984
Nonmetropolitan,George County,MS,us-ms-039,0.07577896
Nonmetropolitan,Greene County,MS,us-ms-041,0.073892964
Nonmetropolitan,Grenada County,MS,us-ms-043,0.063106192
Nonmetropolitan,Humphreys County,MS,us-ms-053,0.040303633
Nonmetropolitan,Issaquena County,MS,us-ms-055,0.028604119
Nonmetropolitan,Itawamba County,MS,us-ms-057,0.057417786
Nonmetropolitan,Jasper County,MS,us-ms-061,0.061447539
Nonmetropolitan,Jefferson County,MS,us-ms-063,0.047389988
Nonmetropolitan,Jefferson Davis County,MS,us-ms-065,0.059214979
Nonmetropolitan,Jones County,MS,us-ms-067,0.061184277
Nonmetropolitan,Kemper County,MS,us-ms-069,0.075010535
Nonmetropolitan,Lafayette County,MS,us-ms-071,0.045467867
Nonmetropolitan,Lauderdale County,MS,us-ms-075,0.080383823
Nonmetropolitan,Lawrence County,MS,us-ms-077,0.045720063
Nonmetropolitan,Leake County,MS,us-ms-079,0.063022113
Nonmetropolitan,Lee County,MS,us-ms-081,0.054220559
Nonmetropolitan,Leflore County,MS,us-ms-083,0.024845036
Nonmetropolitan,Lincoln County,MS,us-ms-085,0.050873395
Nonmetropolitan,Lowndes County,MS,us-ms-087,0.089383913
Nonmetropolitan,Marion County,MS,us-ms-091,0.058725104
Nonmetropolitan,Monroe County,MS,us-ms-095,0.076673289
Nonmetropolitan,Montgomery County,MS,us-ms-097,0.055637882
Nonmetropolitan,Neshoba County,MS,us-ms-099,0.063763831
Nonmetropolitan,Newton County,MS,us-ms-101,0.066465447
Nonmetropolitan,Noxubee County,MS,us-ms-103,0.040634159
Nonmetropolitan,Oktibbeha County,MS,us-ms-105,0.051404171
Nonmetropolitan,Panola County,MS,us-ms-107,0.044769468
Nonmetropolitan,Pearl River County,MS,us-ms-109,0.082446989
Nonmetropolitan,Pike County,MS,us-ms-113,0.055971794
Nonmetropolitan,Pontotoc County,MS,us-ms-115,0.043278322
Nonmetropolitan,Prentiss County,MS,us-ms-117,0.056193539
Nonmetropolitan,Quitman County,MS,us-ms-119,0.073275862
Nonmetropolitan,Sharkey County,MS,us-ms-125,0.028619529
Nonmetropolitan,Smith County,MS,us-ms-129,0.046985409
Nonmetropolitan,Sunflower County,MS,us-ms-133,0.036895741
Nonmetropolitan,Tallahatchie County,MS,us-ms-135,0.062325681
Nonmetropolitan,Tippah County,MS,us-ms-139,0.059134879
Nonmetropolitan,Tishomingo County,MS,us-ms-141,0.049976104
Nonmetropolitan,Union County,MS,us-ms-145,0.048070991
Nonmetropolitan,Walthall County,MS,us-ms-147,0.040907817
Nonmetropolitan,Warren County,MS,us-ms-149,0.073962333
Nonmetropolitan,Washington County,MS,us-ms-151,0.05024255
Nonmetropolitan,Wayne County,MS,us-ms-153,0.045681849
Nonmetropolitan,Webster County,MS,us-ms-155,0.056463398
Nonmetropolitan,Wilkinson County,MS,us-ms-157,0.04983134
Nonmetropolitan,Winston County,MS,us-ms-159,0.058002937
Nonmetropolitan,Yalobusha County,MS,us-ms-161,0.071494989
Nonmetropolitan,Beaverhead County,MT,us-mt-001,0.081108061
Nonmetropolitan,Big Horn County,MT,us-mt-003,0.055141243
Nonmetropolitan,Blaine County,MT,us-mt-005,0.062233935
Nonmetropolitan,Carter County,MT,us-mt-011,0.099350046
Nonmetropolitan,Chouteau County,MT,us-mt-015,0.078838174
Nonmetropolitan,Custer County,MT,us-mt-017,0.090075063
Nonmetropolitan,Daniels County,MT,us-mt-019,0.110839446
Nonmetropolitan,Dawson County,MT,us-mt-021,0.061077499
Nonmetropolitan,Deer Lodge County,MT,us-mt-023,0.119392357
Nonmetropolitan,Fallon County,MT,us-mt-025,0.020882772
Nonmetropolitan,Fergus County,MT,us-mt-027,0.119470945
Nonmetropolitan,Flathead County,MT,us-mt-029,0.089364598
Nonmetropolitan,Garfield County,MT,us-mt-033,0.072992701
Nonmetropolitan,Glacier County,MT,us-mt-035,0.05745554
Nonmetropolitan,Golden Valley County,MT,us-mt-037,0.129251701
Nonmetropolitan,Granite County,MT,us-mt-039,0.112766678
Nonmetropolitan,Hill County,MT,us-mt-041,0.065089779
Nonmetropolitan,Judith Basin County,MT,us-mt-045,0.087960075
Nonmetropolitan,Lake County,MT,us-mt-047,0.095234344
Nonmetropolitan,Liberty County,MT,us-mt-051,0.083743842
Nonmetropolitan,Lincoln County,MT,us-mt-053,0.124135546
Nonmetropolitan,Madison County,MT,us-mt-057,0.097940148
Nonmetropolitan,Mccone County,MT,us-mt-055,0.10522443
Nonmetropolitan,Meagher County,MT,us-mt-059,0.115275412
Nonmetropolitan,Musselshell County,MT,us-mt-065,0.115310544
Nonmetropolitan,Park County,MT,us-mt-067,0.091576087
Nonmetropolitan,Petroleum County,MT,us-mt-069,0.162729659
Nonmetropolitan,Phillips County,MT,us-mt-071,0.068027211
Nonmetropolitan,Pondera County,MT,us-mt-073,0.073679635
Nonmetropolitan,Powder River County,MT,us-mt-075,0.05306685
Nonmetropolitan,Powell County,MT,us-mt-077,0.121791728
Nonmetropolitan,Prairie County,MT,us-mt-079,0.087668593
Nonmetropolitan,Ravalli County,MT,us-mt-081,0.110269161
Nonmetropolitan,Richland County,MT,us-mt-083,0.057037828
Nonmetropolitan,Roosevelt County,MT,us-mt-085,0.064616693
Nonmetropolitan,Rosebud County,MT,us-mt-087,0.126153846
Nonmetropolitan,Sanders County,MT,us-mt-089,0.134210526
Nonmetropolitan,Sheridan County,MT,us-mt-091,0.050314465
Nonmetropolitan,Silver Bow County,MT,us-mt-093,0.090570676
Nonmetropolitan,Sweet Grass County,MT,us-mt-097,0.112121212
Nonmetropolitan,Teton County,MT,us-mt-099,0.076374318
Nonmetropolitan,Toole County,MT,us-mt-101,0.118147685
Nonmetropolitan,Treasure County,MT,us-mt-103,0.05794702
Nonmetropolitan,Valley County,MT,us-mt-105,0.079280822
Nonmetropolitan,Wheatland County,MT,us-mt-107,0.114214773
Nonmetropolitan,Wibaux County,MT,us-mt-109,0.09557945
Nonmetropolitan,Alleghany County,NC,us-nc-005,0.081353029
Nonmetropolitan,Ashe County,NC,us-nc-009,0.066178441
Nonmetropolitan,Avery County,NC,us-nc-011,0.084149894
Nonmetropolitan,Beaufort County,NC,us-nc-013,0.09342599
Nonmetropolitan,Bertie County,NC,us-nc-015,0.057919622
Nonmetropolitan,Bladen County,NC,us-nc-017,0.081094909
Nonmetropolitan,Carteret County,NC,us-nc-031,0.119519741
Nonmetropolitan,Caswell County,NC,us-nc-033,0.06319886
Nonmetropolitan,Cherokee County,NC,us-nc-039,0.101636173
Nonmetropolitan,Chowan County,NC,us-nc-041,0.105239628
Nonmetropolitan,Clay County,NC,us-nc-043,0.066085172
Nonmetropolitan,Cleveland County,NC,us-nc-045,0.073010403
Nonmetropolitan,Columbus County,NC,us-nc-047,0.067025072
Nonmetropolitan,Craven County,NC,us-nc-049,0.145379354
Nonmetropolitan,Dare County,NC,us-nc-055,0.080648286
Nonmetropolitan,Duplin County,NC,us-nc-061,0.083755533
Nonmetropolitan,Graham County,NC,us-nc-075,0.071078431
Nonmetropolitan,Granville County,NC,us-nc-077,0.069805094
Nonmetropolitan,Greene County,NC,us-nc-079,0.043250407
Nonmetropolitan,Halifax County,NC,us-nc-083,0.069964326
Nonmetropolitan,Harnett County,NC,us-nc-085,0.11758418
Nonmetropolitan,Haywood County,NC,us-nc-087,0.096650885
Nonmetropolitan,Hertford County,NC,us-nc-091,0.083359409
Nonmetropolitan,Hyde County,NC,us-nc-095,0.056027616
Nonmetropolitan,Jackson County,NC,us-nc-099,0.079726589
Nonmetropolitan,Jones County,NC,us-nc-103,0.122012746
Nonmetropolitan,Lee County,NC,us-nc-105,0.071791385
Nonmetropolitan,Lenoir County,NC,us-nc-107,0.083425662
Nonmetropolitan,Macon County,NC,us-nc-113,0.093521488
Nonmetropolitan,Martin County,NC,us-nc-117,0.059331864
Nonmetropolitan,Mcdowell County,NC,us-nc-111,0.076420423
Nonmetropolitan,Mitchell County,NC,us-nc-121,0.076568191
Nonmetropolitan,Montgomery County,NC,us-nc-123,0.062635929
Nonmetropolitan,Northampton County,NC,us-nc-131,0.072992177
Nonmetropolitan,Pamlico County,NC,us-nc-137,0.117248518
Nonmetropolitan,Pasquotank County,NC,us-nc-139,0.109278351
Nonmetropolitan,Perquimans County,NC,us-nc-143,0.120608139
Nonmetropolitan,Polk County,NC,us-nc-149,0.086143434
Nonmetropolitan,Richmond County,NC,us-nc-153,0.056926937
Nonmetropolitan,Robeson County,NC,us-nc-155,0.062822083
Nonmetropolitan,Rutherford County,NC,us-nc-161,0.074283291
Nonmetropolitan,Sampson County,NC,us-nc-163,0.069006424
Nonmetropolitan,Scotland County,NC,us-nc-165,0.069804501
Nonmetropolitan,Stanly County,NC,us-nc-167,0.065378607
Nonmetropolitan,Surry County,NC,us-nc-171,0.063008058
Nonmetropolitan,Swain County,NC,us-nc-173,0.071911327
Nonmetropolitan,Transylvania County,NC,us-nc-175,0.098011614
Nonmetropolitan,Tyrrell County,NC,us-nc-177,0.08641115
Nonmetropolitan,Vance County,NC,us-nc-181,0.067458713
Nonmetropolitan,Warren County,NC,us-nc-185,0.095773556
Nonmetropolitan,Washington County,NC,us-nc-187,0.087451161
Nonmetropolitan,Watauga County,NC,us-nc-189,0.044409559
Nonmetropolitan,Wilkes County,NC,us-nc-193,0.060967969
Nonmetropolitan,Wilson County,NC,us-nc-195,0.060471976
Nonmetropolitan,Yancey County,NC,us-nc-199,0.066869892
Nonmetropolitan,Adams County,ND,us-nd-001,0.068674699
Nonmetropolitan,Barnes County,ND,us-nd-003,0.095414544
Nonmetropolitan,Benson County,ND,us-nd-005,0.066079295
Nonmetropolitan,Billings County,ND,us-nd-007,0.031100478
Nonmetropolitan,Bottineau County,ND,us-nd-009,0.097407857
Nonmetropolitan,Bowman County,ND,us-nd-011,0.051668953
Nonmetropolitan,Burke County,ND,us-nd-013,0.047103756
Nonmetropolitan,Cavalier County,ND,us-nd-019,0.074400564
Nonmetropolitan,Dickey County,ND,us-nd-021,0.061937533
Nonmetropolitan,Divide County,ND,us-nd-023,0.119565217
Nonmetropolitan,Dunn County,ND,us-nd-025,0.088717777
Nonmetropolitan,Eddy County,ND,us-nd-027,0.073972603
Nonmetropolitan,Emmons County,ND,us-nd-029,0.071705426
Nonmetropolitan,Foster County,ND,us-nd-031,0.04529882
Nonmetropolitan,Golden Valley County,ND,us-nd-033,0.069422777
Nonmetropolitan,Grant County,ND,us-nd-037,0.076179648
Nonmetropolitan,Griggs County,ND,us-nd-039,0.041526375
Nonmetropolitan,Hettinger County,ND,us-nd-041,0.100202429
Nonmetropolitan,Kidder County,ND,us-nd-043,0.080949811
Nonmetropolitan,Lamoure County,ND,us-nd-045,0.063957152
Nonmetropolitan,Logan County,ND,us-nd-047,0.069492703
Nonmetropolitan,Mcintosh County,ND,us-nd-051,0.069033531
Nonmetropolitan,Mckenzie County,ND,us-nd-053,0.049188641
Nonmetropolitan,Mclean County,ND,us-nd-055,0.090604027
Nonmetropolitan,Mercer County,ND,us-nd-057,0.094235904
Nonmetropolitan,Mountrail County,ND,us-nd-061,0.057304038
Nonmetropolitan,Nelson County,ND,us-nd-063,0.08782936
Nonmetropolitan,Pembina County,ND,us-nd-067,0.108877086
Nonmetropolitan,Pierce County,ND,us-nd-069,0.083629319
Nonmetropolitan,Ramsey County,ND,us-nd-071,0.074120747
Nonmetropolitan,Ransom County,ND,us-nd-073,0.092311182
Nonmetropolitan,Richland County,ND,us-nd-077,0.072518496
Nonmetropolitan,Rolette County,ND,us-nd-079,0.047052997
Nonmetropolitan,Sargent County,ND,us-nd-081,0.070268479
Nonmetropolitan,Sheridan County,ND,us-nd-083,0.069188192
Nonmetropolitan,Sioux County,ND,us-nd-085,0.052290231
Nonmetropolitan,Slope County,ND,us-nd-087,0.055900621
Nonmetropolitan,Stark County,ND,us-nd-089,0.071117381
Nonmetropolitan,Steele County,ND,us-nd-091,0.058114812
Nonmetropolitan,Stutsman County,ND,us-nd-093,0.066814237
Nonmetropolitan,Towner County,ND,us-nd-095,0.039052497
Nonmetropolitan,Traill County,ND,us-nd-097,0.069543974
Nonmetropolitan,Walsh County,ND,us-nd-099,0.070253165
Nonmetropolitan,Wells County,ND,us-nd-103,0.071284465
Nonmetropolitan,Williams County,ND,us-nd-105,0.079818512
Nonmetropolitan,Adams County,NE,us-ne-001,0.066476814
Nonmetropolitan,Antelope County,NE,us-ne-003,0.06222316
Nonmetropolitan,Arthur County,NE,us-ne-005,0.063400576
Nonmetropolitan,Banner County,NE,us-ne-007,0.096610169
Nonmetropolitan,Blaine County,NE,us-ne-009,0.132352941
Nonmetropolitan,Boone County,NE,us-ne-011,0.065545387
Nonmetropolitan,Box Butte County,NE,us-ne-013,0.07047524
Nonmetropolitan,Boyd County,NE,us-ne-015,0.096439169
Nonmetropolitan,Brown County,NE,us-ne-017,0.075447013
Nonmetropolitan,Buffalo County,NE,us-ne-019,0.060162893
Nonmetropolitan,Burt County,NE,us-ne-021,0.074407039
Nonmetropolitan,Butler County,NE,us-ne-023,0.064626912
Nonmetropolitan,Cedar County,NE,us-ne-027,0.076252019
Nonmetropolitan,Chase County,NE,us-ne-029,0.060966811
Nonmetropolitan,Cherry County,NE,us-ne-031,0.064861012
Nonmetropolitan,Cheyenne County,NE,us-ne-033,0.071514826
Nonmetropolitan,Clay County,NE,us-ne-035,0.060156931
Nonmetropolitan,Colfax County,NE,us-ne-037,0.062406931
Nonmetropolitan,Cuming County,NE,us-ne-039,0.046847115
Nonmetropolitan,Custer County,NE,us-ne-041,0.059932152
Nonmetropolitan,Dawes County,NE,us-ne-045,0.05484598
Nonmetropolitan,Dawson County,NE,us-ne-047,0.049765204
Nonmetropolitan,Deuel County,NE,us-ne-049,0.090788602
Nonmetropolitan,Dixon County,NE,us-ne-051,0.082062455
Nonmetropolitan,Dodge County,NE,us-ne-053,0.08395743
Nonmetropolitan,Dundy County,NE,us-ne-057,0.037572254
Nonmetropolitan,Fillmore County,NE,us-ne-059,0.071059141
Nonmetropolitan,Franklin County,NE,us-ne-061,0.074889868
Nonmetropolitan,Frontier County,NE,us-ne-063,0.06237721
Nonmetropolitan,Furnas County,NE,us-ne-065,0.080514398
Nonmetropolitan,Gage County,NE,us-ne-067,0.076062907
Nonmetropolitan,Garden County,NE,us-ne-069,0.102783726
Nonmetropolitan,Garfield County,NE,us-ne-071,0.07315289
Nonmetropolitan,Gosper County,NE,us-ne-073,0.052566481
Nonmetropolitan,Grant County,NE,us-ne-075,0.048117155
Nonmetropolitan,Greeley County,NE,us-ne-077,0.103957472
Nonmetropolitan,Hamilton County,NE,us-ne-081,0.071956491
Nonmetropolitan,Harlan County,NE,us-ne-083,0.080935252
Nonmetropolitan,Hayes County,NE,us-ne-085,0.120845921
Nonmetropolitan,Hitchcock County,NE,us-ne-087,0.088040712
Nonmetropolitan,Holt County,NE,us-ne-089,0.069075877
Nonmetropolitan,Hooker County,NE,us-ne-091,0.055662188
Nonmetropolitan,Jefferson County,NE,us-ne-095,0.065401987
Nonmetropolitan,Johnson County,NE,us-ne-097,0.060649135
Nonmetropolitan,Kearney County,NE,us-ne-099,0.066930693
Nonmetropolitan,Keith County,NE,us-ne-101,0.081967213
Nonmetropolitan,Keya Paha County,NE,us-ne-103,0.048387097
Nonmetropolitan,Kimball County,NE,us-ne-105,0.045924225
Nonmetropolitan,Knox County,NE,us-ne-107,0.077844311
Nonmetropolitan,Lincoln County,NE,us-ne-111,0.079496624
Nonmetropolitan,Logan County,NE,us-ne-113,0.078994614
Nonmetropolitan,Loup County,NE,us-ne-115,0.082589286
Nonmetropolitan,Madison County,NE,us-ne-119,0.057384157
Nonmetropolitan,Mcpherson County,NE,us-ne-117,0.061333333
Nonmetropolitan,Morrill County,NE,us-ne-123,0.074779642
Nonmetropolitan,Nance County,NE,us-ne-125,0.070695103
Nonmetropolitan,Nemaha County,NE,us-ne-127,0.076866898
Nonmetropolitan,Nuckolls County,NE,us-ne-129,0.09382494
Nonmetropolitan,Otoe County,NE,us-ne-131,0.094018479
Nonmetropolitan,Pawnee County,NE,us-ne-133,0.096909377
Nonmetropolitan,Perkins County,NE,us-ne-135,0.094613583
Nonmetropolitan,Phelps County,NE,us-ne-137,0.078715919
Nonmetropolitan,Pierce County,NE,us-ne-139,0.062911485
Nonmetropolitan,Platte County,NE,us-ne-141,0.051200565
Nonmetropolitan,Polk County,NE,us-ne-143,0.074137931
Nonmetropolitan,Red Willow County,NE,us-ne-145,0.065689866
Nonmetropolitan,Richardson County,NE,us-ne-147,0.067369461
Nonmetropolitan,Rock County,NE,us-ne-149,0.048295455
Nonmetropolitan,Saline County,NE,us-ne-151,0.057537293
Nonmetropolitan,Scotts Bluff County,NE,us-ne-157,0.066720672
Nonmetropolitan,Sheridan County,NE,us-ne-161,0.088235294
Nonmetropolitan,Sherman County,NE,us-ne-163,0.075738126
Nonmetropolitan,Sioux County,NE,us-ne-165,0.085313175
Nonmetropolitan,Stanton County,NE,us-ne-167,0.083064887
Nonmetropolitan,Thayer County,NE,us-ne-169,0.061477573
Nonmetropolitan,Thomas County,NE,us-ne-171,0.077844311
Nonmetropolitan,Thurston County,NE,us-ne-173,0.055862069
Nonmetropolitan,Valley County,NE,us-ne-175,0.054854981
Nonmetropolitan,Wayne County,NE,us-ne-179,0.036848145
Nonmetropolitan,Webster County,NE,us-ne-181,0.081390906
Nonmetropolitan,Wheeler County,NE,us-ne-183,0.099125364
Nonmetropolitan,York County,NE,us-ne-185,0.061941252
Nonmetropolitan,Belknap County,NH,us-nh-001,0.097333683
Nonmetropolitan,Carroll County,NH,us-nh-003,0.090834975
Nonmetropolitan,Cheshire County,NH,us-nh-005,0.073666971
Nonmetropolitan,Coos County,NH,us-nh-007,0.103182771
Nonmetropolitan,Grafton County,NH,us-nh-009,0.072113466
Nonmetropolitan,Merrimack County,NH,us-nh-013,0.081010686
Nonmetropolitan,Sullivan County,NH,us-nh-019,0.100757702
Nonmetropolitan,Catron County,NM,us-nm-003,0.179049246
Nonmetropolitan,Chaves County,NM,us-nm-005,0.06504065
Nonmetropolitan,Cibola County,NM,us-nm-006,0.076314768
Nonmetropolitan,Colfax County,NM,us-nm-007,0.082562488
Nonmetropolitan,Curry County,NM,us-nm-009,0.122731477
Nonmetropolitan,De Baca County,NM,us-nm-011,0.052590267
Nonmetropolitan,Eddy County,NM,us-nm-015,0.065997131
Nonmetropolitan,Grant County,NM,us-nm-017,0.096794
Nonmetropolitan,Guadalupe County,NM,us-nm-019,0.069309838
Nonmetropolitan,Harding County,NM,us-nm-021,0.163636364
Nonmetropolitan,Hidalgo County,NM,us-nm-023,0.060069554
Nonmetropolitan,Lea County,NM,us-nm-025,0.033715663
Nonmetropolitan,Lincoln County,NM,us-nm-027,0.102462177
Nonmetropolitan,Los Alamos County,NM,us-nm-028,0.073161007
Nonmetropolitan,Luna County,NM,us-nm-029,0.070811835
Nonmetropolitan,Mckinley County,NM,us-nm-031,0.043069771
Nonmetropolitan,Mora County,NM,us-nm-033,0.087816226
Nonmetropolitan,Otero County,NM,us-nm-035,0.146248117
Nonmetropolitan,Quay County,NM,us-nm-037,0.112160395
Nonmetropolitan,Rio Arriba County,NM,us-nm-039,0.055934823
Nonmetropolitan,Roosevelt County,NM,us-nm-041,0.085974157
Nonmetropolitan,San Miguel County,NM,us-nm-047,0.0748342
Nonmetropolitan,Sierra County,NM,us-nm-051,0.160638846
Nonmetropolitan,Socorro County,NM,us-nm-053,0.070502893
Nonmetropolitan,Taos County,NM,us-nm-055,0.073341574
Nonmetropolitan,Union County,NM,us-nm-059,0.062084257
Nonmetropolitan,Churchill County,NV,us-nv-001,0.15106383
Nonmetropolitan,Douglas County,NV,us-nv-005,0.111514031
Nonmetropolitan,Elko County,NV,us-nv-007,0.068428611
Nonmetropolitan,Esmeralda County,NV,us-nv-009,0.109375
Nonmetropolitan,Eureka County,NV,us-nv-011,0.060392157
Nonmetropolitan,Humboldt County,NV,us-nv-013,0.064429952
Nonmetropolitan,Lander County,NV,us-nv-015,0.080880593
Nonmetropolitan,Lincoln County,NV,us-nv-017,0.180295287
Nonmetropolitan,Mineral County,NV,us-nv-021,0.154679256
Nonmetropolitan,Nye County,NV,us-nv-023,0.150357521
Nonmetropolitan,Pershing County,NV,us-nv-027,0.073076923
Nonmetropolitan,White Pine County,NV,us-nv-033,0.095434504
Nonmetropolitan,Allegany County,NY,us-ny-003,0.078576704
Nonmetropolitan,Cattaraugus County,NY,us-ny-009,0.079417949
Nonmetropolitan,Cayuga County,NY,us-ny-011,0.069148234
Nonmetropolitan,Chautauqua County,NY,us-ny-013,0.073181987
Nonmetropolitan,Chenango County,NY,us-ny-017,0.07693145
Nonmetropolitan,Clinton County,NY,us-ny-019,0.077679419
Nonmetropolitan,Columbia County,NY,us-ny-021,0.062121596
Nonmetropolitan,Cortland County,NY,us-ny-023,0.062216203
Nonmetropolitan,Delaware County,NY,us-ny-025,0.064196144
Nonmetropolitan,Essex County,NY,us-ny-031,0.08043367
Nonmetropolitan,Franklin County,NY,us-ny-033,0.073033107
Nonmetropolitan,Fulton County,NY,us-ny-035,0.0829102
Nonmetropolitan,Genesee County,NY,us-ny-037,0.073288521
Nonmetropolitan,Greene County,NY,us-ny-039,0.071367414
Nonmetropolitan,Hamilton County,NY,us-ny-041,0.086276263
Nonmetropolitan,Lewis County,NY,us-ny-049,0.083182728
Nonmetropolitan,Montgomery County,NY,us-ny-057,0.072512559
Nonmetropolitan,Otsego County,NY,us-ny-077,0.061204904
Nonmetropolitan,Schuyler County,NY,us-ny-097,0.082482215
Nonmetropolitan,Seneca County,NY,us-ny-099,0.07672956
Nonmetropolitan,St. Lawrence County,NY,us-ny-089,0.06663018
Nonmetropolitan,Steuben County,NY,us-ny-101,0.088997165
Nonmetropolitan,Sullivan County,NY,us-ny-105,0.055642508
Nonmetropolitan,Wyoming County,NY,us-ny-121,0.074075218
Nonmetropolitan,Yates County,NY,us-ny-123,0.070384152
Nonmetropolitan,Adams County,OH,us-oh-001,0.0751514
Nonmetropolitan,Ashland County,OH,us-oh-005,0.066976422
Nonmetropolitan,Athens County,OH,us-oh-009,0.05854578
Nonmetropolitan,Auglaize County,OH,us-oh-011,0.068240123
Nonmetropolitan,Champaign County,OH,us-oh-021,0.082889382
Nonmetropolitan,Clinton County,OH,us-oh-027,0.088572132
Nonmetropolitan,Columbiana County,OH,us-oh-029,0.084688608
Nonmetropolitan,Coshocton County,OH,us-oh-031,0.06658094
Nonmetropolitan,Crawford County,OH,us-oh-033,0.073032329
Nonmetropolitan,Darke County,OH,us-oh-037,0.051736393
Nonmetropolitan,Defiance County,OH,us-oh-039,0.058787899
Nonmetropolitan,Fayette County,OH,us-oh-047,0.062446303
Nonmetropolitan,Gallia County,OH,us-oh-053,0.066453559
Nonmetropolitan,Guernsey County,OH,us-oh-059,0.077093695
Nonmetropolitan,Hancock County,OH,us-oh-063,0.068061486
Nonmetropolitan,Hardin County,OH,us-oh-065,0.065509614
Nonmetropolitan,Harrison County,OH,us-oh-067,0.071124134
Nonmetropolitan,Henry County,OH,us-oh-069,0.081215391
Nonmetropolitan,Highland County,OH,us-oh-071,0.071445827
Nonmetropolitan,Holmes County,OH,us-oh-075,0.029638718
Nonmetropolitan,Huron County,OH,us-oh-077,0.066140422
Nonmetropolitan,Jackson County,OH,us-oh-079,0.096330828
Nonmetropolitan,Knox County,OH,us-oh-083,0.077455247
Nonmetropolitan,Logan County,OH,us-oh-091,0.077756873
Nonmetropolitan,Marion County,OH,us-oh-101,0.078563609
Nonmetropolitan,Meigs County,OH,us-oh-105,0.081727728
Nonmetropolitan,Mercer County,OH,us-oh-107,0.053323225
Nonmetropolitan,Monroe County,OH,us-oh-111,0.079047258
Nonmetropolitan,Morgan County,OH,us-oh-115,0.079332715
Nonmetropolitan,Muskingum County,OH,us-oh-119,0.067479979
Nonmetropolitan,Noble County,OH,us-oh-121,0.088159032
Nonmetropolitan,Paulding County,OH,us-oh-125,0.076285356
Nonmetropolitan,Pike County,OH,us-oh-131,0.073285024
Nonmetropolitan,Preble County,OH,us-oh-135,0.07723372
Nonmetropolitan,Putnam County,OH,us-oh-137,0.04590998
Nonmetropolitan,Ross County,OH,us-oh-141,0.078120343
Nonmetropolitan,Sandusky County,OH,us-oh-143,0.072429501
Nonmetropolitan,Scioto County,OH,us-oh-145,0.06953689
Nonmetropolitan,Seneca County,OH,us-oh-147,0.067654849
Nonmetropolitan,Shelby County,OH,us-oh-149,0.071813285
Nonmetropolitan,Tuscarawas County,OH,us-oh-157,0.067375337
Nonmetropolitan,Van Wert County,OH,us-oh-161,0.0647521
Nonmetropolitan,Vinton County,OH,us-oh-163,0.053873063
Nonmetropolitan,Washington County,OH,us-oh-167,0.09142833
Nonmetropolitan,Wayne County,OH,us-oh-169,0.060685718
Nonmetropolitan,Williams County,OH,us-oh-171,0.06231879
Nonmetropolitan,Wyandot County,OH,us-oh-175,0.076220604
Nonmetropolitan,Adair County,OK,us-ok-001,0.069946036
Nonmetropolitan,Alfalfa County,OK,us-ok-003,0.092023221
Nonmetropolitan,Atoka County,OK,us-ok-005,0.069711963
Nonmetropolitan,Beaver County,OK,us-ok-007,0.054603007
Nonmetropolitan,Beckham County,OK,us-ok-009,0.052575927
Nonmetropolitan,Blaine County,OK,us-ok-011,0.067956656
Nonmetropolitan,Bryan County,OK,us-ok-013,0.068527022
Nonmetropolitan,Caddo County,OK,us-ok-015,0.066345587
Nonmetropolitan,Carter County,OK,us-ok-019,0.06911127
Nonmetropolitan,Cherokee County,OK,us-ok-021,0.064747057
Nonmetropolitan,Choctaw County,OK,us-ok-023,0.093115908
Nonmetropolitan,Cimarron County,OK,us-ok-025,0.053916005
Nonmetropolitan,Coal County,OK,us-ok-029,0.066402379
Nonmetropolitan,Craig County,OK,us-ok-035,0.062822486
Nonmetropolitan,Custer County,OK,us-ok-039,0.048762084
Nonmetropolitan,Delaware County,OK,us-ok-041,0.085702202
Nonmetropolitan,Dewey County,OK,us-ok-043,0.055239899
Nonmetropolitan,Ellis County,OK,us-ok-045,0.068459658
Nonmetropolitan,Garvin County,OK,us-ok-049,0.071336396
Nonmetropolitan,Grant County,OK,us-ok-053,0.091370558
Nonmetropolitan,Greer County,OK,us-ok-055,0.114311843
Nonmetropolitan,Harmon County,OK,us-ok-057,0.040681693
Nonmetropolitan,Harper County,OK,us-ok-059,0.063934426
Nonmetropolitan,Haskell County,OK,us-ok-061,0.07313249
Nonmetropolitan,Hughes County,OK,us-ok-063,0.077983833
Nonmetropolitan,Jackson County,OK,us-ok-065,0.145673352
Nonmetropolitan,Jefferson County,OK,us-ok-067,0.079097446
Nonmetropolitan,Johnston County,OK,us-ok-069,0.077724155
Nonmetropolitan,Kay County,OK,us-ok-071,0.083900504
Nonmetropolitan,Kingfisher County,OK,us-ok-073,0.037577365
Nonmetropolitan,Kiowa County,OK,us-ok-075,0.072418136
Nonmetropolitan,Latimer County,OK,us-ok-077,0.090088877
